timestamp,symbol,side,qty,entry_price,exit_price,pnl_usd,status,leverage
1758750230524,XRPUSDT,Sell,723.0,2.9723,2.9529,-16.38235579,LOSS,75.0
1758750230524,XRPUSDT,Sell,723.0,2.9723,2.9529,-16.38235579,LOSS,75.0
1758761249786,XRPUSDT,Sell,707.0,2.9341,2.9154,-15.70222609,LOSS,75.0
